 dAge,iYearwrk,iWork89,dHour89,dRearning,dRpincome,dIncome4,dIncome6,dIncome8,dIncome1,dWeek89,iDisabl2,iDisabl1,iMobillim,iPerscare,dOccup,dIndustry,iClass,dIncome2,dIncome3,iRlabor,iLooking,iAvail,dHours,iMeans,iRiders,dTravtime,dDepart,iTmpabsnt,iWorklwk,iMilitary,iRvetserv,iSept80,iFeb55,iMay75880,dYrsserv,iKorean,iWWII,iOthrserv,iVietnam,iRspouse,iRelat1,iRelat2,dPoverty,iFertil,iRagechld,iSex,iSubfam1,iSubfam2,iMarital,dIncome5,iRrelchld,iRemplpar,iRownchld,iSchool,iYearsch,iLang1,iMobility,dAncstry1,dAncstry2,dPOB,iRPOB,iImmigr,iCitizen,dPwgt1,dHispanic,iEnglish,dIncome7
5,0,0,1,2,2,0,0,1,2,1,0,0,0,0,1,5,1,0,0,0,0,0,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0
4,6,1,0,0,0,0,0,0,0,0,2,2,0,0,2,4,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3,1,1,4,0,1,4,4,0,0,0,0,0,3,0,0
1,0,0,1,2,2,0,0,0,2,2,0,0,0,0,1,4,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,1,2,2,0,0,0,2,1,0,0,0,0,6,9,3,0,0,0,0,0,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,1,1,2,1,1,3,0,0,0,0,0,2,0,1,0
5,0,0,4,1,0,0,0,0,0,2,0,2,0,0,5,6,2,1,0,0,0,0,3,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,2,1,1,4,2,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,1,4,0,2,6,4,2,0,0,3,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,4,1,2,5,2,2,1,0,0,0,0,0,0,0,0,0
1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,4,8,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,2,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,5,1,1,2,1,0,3,0,0,0,0,0,0,1,1,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,1,0,1,2,1,1,2,0,1,0,1,0,0,0,0,2,0,0,0
3,0,0,1,2,2,0,0,0,2,1,0,0,0,0,3,3,1,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,8,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,3,3,3,0,0,0,3,1,0,0,0,0,1,5,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,2,0,0,2,0,0,0,0,0,0
4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1
2,0,0,5,2,2,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,5,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0
2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,3,3,1,0,0,0,0,0,5,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,2,0,0,0,0,1,1
3,3,0,5,2,2,0,0,0,2,1,0,0,0,0,5,4,1,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,1,3,14,0,0,0,1,0,0,0,0,0,0,0,0
1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,1,3,3,0,0,0,3,2,0,0,0,0,2,3,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10,1,1,5,0,2,4,1,1,3,0,2,0
5,0,0,2,1,0,0,0,0,1,2,0,0,0,0,4,1,3,0,0,0,0,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,2,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,4,0,1,0,1,0,1,0,0,2,0,0,0
6,1,2,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,3,1,1,2,0,1,0,0,0,0,0,0,2,0,0,0
4,5,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,8,1,0,0,0,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,9,1,0,0,0,3,4,3,1,1,0,1,0
4,6,1,0,0,2,0,0,0,0,0,0,0,0,0,5,5,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,0,0,3,6,4,2,1,0,0,1
3,0,0,1,1,2,1,0,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,1,1,1,3,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0
2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0
6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,1,1,1,1,7,1,0,4,0,0,3,0,0,0,0,1,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,1,1,0,1,7,0,2,5,2,2,1,0,0,0,0,0,2,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,8,2,2,0,1,0,1,0,0,1,0,0,0
2,0,0,1,2,2,0,0,0,2,2,0,0,0,0,4,2,1,0,0,0,0,0,1,1,6,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
3,0,0,3,2,2,0,0,0,2,1,0,0,0,0,2,1,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,4,2,0,0,0,0,1,0,0,0
5,0,0,2,1,0,0,0,0,1,1,0,2,2,2,4,1,1,0,0,0,0,0,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,1,0
2,3,0,1,1,0,0,0,0,1,2,0,0,0,0,3,9,1,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
4,5,1,0,0,0,1,0,1,0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,0,0,5,0,0,4,2,0,5,5,0,2,4,5,1,0,0,1,0,0,0,0,2,8,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0
5,0,0,4,3,3,1,0,1,3,1,0,2,0,0,1,4,1,0,0,0,0,0,4,1,2,2,1,0,0,2,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,0
5,0,0,4,2,2,1,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,5,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,2,0,0,0
2,0,0,3,2,2,0,0,0,2,1,0,0,0,0,2,4,1,0,0,0,0,0,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,3,0,0
1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,8,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0
5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,8,12,9,0,0,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,2,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,1,0,0,3,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3,1,1,2,0,0,0,1,0,5,0,0,1,0,0,0
5,0,0,4,1,0,1,0,0,1,2,0,0,0,0,2,1,1,0,0,4,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2,0,0,1,1,0,0,0,1,1,2,0,0,0,0,5,6,4,0,0,0,0,0,5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6,4,1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,1,2,1,0,8,1,0,0,0,0,0,0,0,2,0,4,0
1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,3,3,1,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
1,0,0,1,3,3,1,0,0,3,1,0,0,0,0,2,7,6,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,4,1,0,5,0,0,1,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,2,0
3,0,0,3,3,3,0,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,2,3,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,1,0,0,0,2,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,0,8,2,2,3,0,0,0,0,0,0,4,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,1,1,0,1,2,0,0,8,2,2,2,0,0,0,0,0,1,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,13,0,2,0,0,1,0,0,1,0,0,0,0,1,4,1,1,4,0,3,4,1,1,1,0,3,0
3,0,0,5,3,3,1,0,0,3,1,0,0,0,0,1,8,1,0,0,0,0,0,1,1,1,2,4,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,1,1,0,1,4,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0
4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,1,0,0,0,3,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,0,0,0,1,2,0,0,0,0,4,1,4,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0
3,0,0,1,3,3,0,0,0,3,2,0,0,0,0,2,1,3,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,1,0,0,0,3,1,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0
4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,5,2,2,1,0,1,2,2,0,2,2,0,3,3,1,0,0,0,0,0,1,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,5,1,1,14,0,1,1,0,0,0,0,0,1,0,0,0
1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,4,2,1,0,0,0,0,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,2,0,0,1,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
5,0,0,5,2,2,0,0,0,2,1,0,0,0,2,5,3,1,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,3,6,9,2,0,0,2,0
6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0
3,2,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,1,0,0,0,0,0,0
6,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,5,1,0,1,0,0,1,2,0,0,0,0,2,2,1,0,0,0,0,0,4,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0
5,7,1,0,0,2,0,1,0,0,0,0,0,0,0,2,10,6,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,4,1,1,3,0,3,0
1,0,0,5,3,3,0,0,0,3,1,0,0,0,0,5,8,1,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,2,2,0,0,1,1,2,0,0,0,0,1,4,1,1,0,0,0,0,1,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
5,0,0,1,3,3,0,0,0,3,1,0,0,0,0,2,1,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0
4,6,1,0,0,2,0,0,0,0,0,0,2,0,0,2,1,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,1,0,0,0,0,13,0,0,0,1,0,2,0,0,1,0,0,1
1,7,1,0,0,0,0,0,0,0,0,2,2,0,0,4,4,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
5,0,0,1,2,2,0,0,0,2,1,0,0,0,0,2,4,1,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,5,1,0,0,0,0,1,2,0,2,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,1,2,2,0,0,0,2,2,0,0,0,0,5,6,1,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0
4,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,1,1,9,1,0,2,0,2,4,5,1,0,0,2,0
5,0,0,3,3,3,0,0,0,3,1,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,1,3,3,0,0,0,3,1,0,0,0,0,3,4,1,0,0,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,5,4,4,1,0,0,4,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,3,2,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,3,0,0,0
5,0,0,1,1,4,1,0,1,1,2,0,0,0,0,1,4,1,0,0,0,0,0,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,2,2,0,0,0,2,2,0,0,0,0,3,5,1,0,0,0,0,0,1,9,0,1,3,0,0,2,5,1,0,0,1,0,0,0,0,2,6,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,2,0,0,0,2,1,0,0,0,0,5,1,3,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5,0,0,2,0,0,0
0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,3,1,1,4,0,0,4,1,0,0,0,0,0,0,0,0
